﻿date,instrument,tenor,yield
46086,국고채,15,3.638
46086,국고채,20,3.586
46086,국고채,30,3.49
46085,국고채,0.25,2.505
46085,국고채,0.5,2.568
46085,국고채,0.75,2.685
46085,국고채,1,2.745
46085,국고채,1.5,2.915
46085,국고채,2,2.978
46085,국고채,2.5,3.172
46085,국고채,3,3.225
46085,국고채,4,3.34
46085,국고채,5,3.475
46085,국고채,7,3.585
46085,국고채,10,3.637
46085,국고채,15,3.692
46085,국고채,20,3.637
46085,국고채,30,3.55
46084,국고채,0.25,2.507
46084,국고채,0.5,2.573
46084,국고채,0.75,2.681
46084,국고채,1,2.736
46084,국고채,1.5,2.895
46084,국고채,2,2.969
46084,국고채,2.5,3.125
46084,국고채,3,3.185
46084,국고채,4,3.3
46084,국고채,5,3.43
46084,국고채,7,3.546
46084,국고채,10,3.62
46084,국고채,15,3.694
46084,국고채,20,3.658
46084,국고채,30,3.579
46080,국고채,0.25,2.5
46080,국고채,0.5,2.55
46080,국고채,0.75,2.651
46080,국고채,1,2.693
46080,국고채,1.5,2.806
46080,국고채,2,2.815
46080,국고채,2.5,2.971
46080,국고채,3,3.04
46080,국고채,4,3.159
46080,국고채,5,3.275
46080,국고채,7,3.39
46080,국고채,10,3.445
46080,국고채,15,3.535
46080,국고채,20,3.51
46080,국고채,30,3.422
46079,국고채,0.25,2.5
46079,국고채,0.5,2.55
46079,국고채,0.75,2.651
46079,국고채,1,2.686
46079,국고채,1.5,2.811
46079,국고채,2,2.825
46079,국고채,2.5,2.99
46079,국고채,3,3.064
46079,국고채,4,3.188
46079,국고채,5,3.315
46079,국고채,7,3.42
46079,국고채,10,3.472
46079,국고채,15,3.565
46079,국고채,20,3.53
46079,국고채,30,3.442
46078,국고채,0.25,2.499
46078,국고채,0.5,2.555
46078,국고채,0.75,2.646
46078,국고채,1,2.68
46078,국고채,1.5,2.832
46078,국고채,2,2.865
46078,국고채,2.5,3.045
46078,국고채,3,3.122
46078,국고채,4,3.244
46078,국고채,5,3.382
46078,국고채,7,3.5
46078,국고채,10,3.557
46078,국고채,15,3.641
46078,국고채,20,3.6
46078,국고채,30,3.525
46077,국고채,0.25,2.492
46077,국고채,0.5,2.548
46077,국고채,0.75,2.636
46077,국고채,1,2.66
46077,국고채,1.5,2.827
46077,국고채,2,2.88
46077,국고채,2.5,3.082
46077,국고채,3,3.155
46077,국고채,4,3.273
46077,국고채,5,3.407
46077,국고채,7,3.533
46077,국고채,10,3.589
46077,국고채,15,3.667
46077,국고채,20,3.62
46077,국고채,30,3.537
46076,국고채,0.25,2.485
46076,국고채,0.5,2.531
46076,국고채,0.75,2.623
46076,국고채,1,2.648
46076,국고채,1.5,2.825
46076,국고채,2,2.88
46076,국고채,2.5,3.082
46076,국고채,3,3.155
46076,국고채,4,3.273
46076,국고채,5,3.405
46076,국고채,7,3.528
46076,국고채,10,3.577
46076,국고채,15,3.651
46076,국고채,20,3.6
46076,국고채,30,3.512
46073,국고채,0.25,2.482
46073,국고채,0.5,2.52
46073,국고채,0.75,2.615
46073,국고채,1,2.645
46073,국고채,1.5,2.83
46073,국고채,2,2.87
46073,국고채,2.5,3.077
46073,국고채,3,3.14
46073,국고채,4,3.26
46073,국고채,5,3.387
46073,국고채,7,3.5
46073,국고채,10,3.537
46073,국고채,15,3.616
46073,국고채,20,3.569
46073,국고채,30,3.474
46072,국고채,0.25,2.474
46072,국고채,0.5,2.505
46072,국고채,0.75,2.615
46072,국고채,1,2.646
46072,국고채,1.5,2.844
46072,국고채,2,2.9
46072,국고채,2.5,3.112
46072,국고채,3,3.176
46072,국고채,4,3.296
46072,국고채,5,3.425
46072,국고채,7,3.546
46072,국고채,10,3.585
46072,국고채,15,3.666
46072,국고채,20,3.62
46072,국고채,30,3.535
46066,국고채,0.25,2.47
46066,국고채,0.5,2.501
46066,국고채,0.75,2.615
46066,국고채,1,2.641
46066,국고채,1.5,2.834
46066,국고채,2,2.87
46066,국고채,2.5,3.085
46066,국고채,3,3.14
46066,국고채,4,3.27
46066,국고채,5,3.39
46066,국고채,7,3.52
46066,국고채,10,3.565
46066,국고채,15,3.646
46066,국고채,20,3.599
46066,국고채,30,3.515
46065,국고채,0.25,2.472
46065,국고채,0.5,2.503
46065,국고채,0.75,2.611
46065,국고채,1,2.66
46065,국고채,1.5,2.82
46065,국고채,2,2.886
46065,국고채,2.5,3.095
46065,국고채,3,3.15
46065,국고채,4,3.3
46065,국고채,5,3.42
46065,국고채,7,3.56
46065,국고채,10,3.615
46065,국고채,15,3.7
46065,국고채,20,3.655
46065,국고채,30,3.57
46064,국고채,0.25,2.472
46064,국고채,0.5,2.503
46064,국고채,0.75,2.61
46064,국고채,1,2.671
46064,국고채,1.5,2.832
46064,국고채,2,2.915
46064,국고채,2.5,3.13
46064,국고채,3,3.2
46064,국고채,4,3.345
46064,국고채,5,3.457
46064,국고채,7,3.585
46064,국고채,10,3.635
46064,국고채,15,3.73
46064,국고채,20,3.68
46064,국고채,30,3.59
46063,국고채,0.25,2.472
46063,국고채,0.5,2.503
46063,국고채,0.75,2.606
46063,국고채,1,2.683
46063,국고채,1.5,2.845
46063,국고채,2,2.935
46063,국고채,2.5,3.152
46063,국고채,3,3.222
46063,국고채,4,3.377
46063,국고채,5,3.49
46063,국고채,7,3.62
46063,국고채,10,3.681
46063,국고채,15,3.765
46063,국고채,20,3.705
46063,국고채,30,3.61
46062,국고채,0.25,2.475
46062,국고채,0.5,2.506
46062,국고채,0.75,2.61
46062,국고채,1,2.696
46062,국고채,1.5,2.882
46062,국고채,2,2.991
46062,국고채,2.5,3.21
46062,국고채,3,3.269
46062,국고채,4,3.438
46062,국고채,5,3.558
46062,국고채,7,3.7
46062,국고채,10,3.761
46062,국고채,15,3.825
46062,국고채,20,3.745
46062,국고채,30,3.648
46059,국고채,0.25,2.475
46059,국고채,0.5,2.506
46059,국고채,0.75,2.61
46059,국고채,1,2.698
46059,국고채,1.5,2.886
46059,국고채,2,3
46059,국고채,2.5,3.212
46059,국고채,3,3.241
46059,국고채,4,3.425
46059,국고채,5,3.53
46059,국고채,7,3.67
46059,국고채,10,3.717
46059,국고채,15,3.791
46059,국고채,20,3.721
46059,국고채,30,3.617
46058,국고채,0.25,2.479
46058,국고채,0.5,2.511
46058,국고채,0.75,2.611
46058,국고채,1,2.701
46058,국고채,1.5,2.889
46058,국고채,2,2.975
46058,국고채,2.5,3.18
46058,국고채,3,3.205
46058,국고채,4,3.4
46058,국고채,5,3.505
46058,국고채,7,3.635
46058,국고채,10,3.692
46058,국고채,15,3.772
46058,국고채,20,3.705
46058,국고채,30,3.61
46057,국고채,0.25,2.46
46057,국고채,0.5,2.508
46057,국고채,0.75,2.608
46057,국고채,1,2.701
46057,국고채,1.5,2.889
46057,국고채,2,2.993
46057,국고채,2.5,3.2
46057,국고채,3,3.222
46057,국고채,4,3.423
46057,국고채,5,3.535
46057,국고채,7,3.665
46057,국고채,10,3.72
46057,국고채,15,3.795
46057,국고채,20,3.72
46057,국고채,30,3.632
46056,국고채,0.25,2.459
46056,국고채,0.5,2.5
46056,국고채,0.75,2.603
46056,국고채,1,2.7
46056,국고채,1.5,2.874
46056,국고채,2,2.972
46056,국고채,2.5,3.162
46056,국고채,3,3.19
46056,국고채,4,3.39
46056,국고채,5,3.492
46056,국고채,7,3.615
46056,국고채,10,3.662
46056,국고채,15,3.745
46056,국고채,20,3.675
46056,국고채,30,3.59
46055,국고채,0.25,2.459
46055,국고채,0.5,2.493
46055,국고채,0.75,2.596
46055,국고채,1,2.695
46055,국고채,1.5,2.858
46055,국고채,2,2.935
46055,국고채,2.5,3.125
46055,국고채,3,3.155
46055,국고채,4,3.343
46055,국고채,5,3.45
46055,국고채,7,3.565
46055,국고채,10,3.605
46055,국고채,15,3.684
46055,국고채,20,3.61
46055,국고채,30,3.526
46052,국고채,0.25,2.449
46052,국고채,0.5,2.483
46052,국고채,0.75,2.588
46052,국고채,1,2.69
46052,국고채,1.5,2.852
46052,국고채,2,2.919
46052,국고채,2.5,3.112
46052,국고채,3,3.142
46052,국고채,4,3.334
46052,국고채,5,3.442
46052,국고채,7,3.572
46052,국고채,10,3.611
46052,국고채,15,3.683
46052,국고채,20,3.597
46052,국고채,30,3.525
46051,국고채,0.25,2.449
46051,국고채,0.5,2.476
46051,국고채,0.75,2.578
46051,국고채,1,2.685
46051,국고채,1.5,2.83
46051,국고채,2,2.89
46051,국고채,2.5,3.073
46051,국고채,3,3.105
46051,국고채,4,3.295
46051,국고채,5,3.397
46051,국고채,7,3.525
46051,국고채,10,3.562
46051,국고채,15,3.638
46051,국고채,20,3.572
46051,국고채,30,3.487
46050,국고채,0.25,2.442
46050,국고채,0.5,2.468
46050,국고채,0.75,2.571
46050,국고채,1,2.678
46050,국고채,1.5,2.805
46050,국고채,2,2.855
46050,국고채,2.5,3.04
46050,국고채,3,3.065
46050,국고채,4,3.253
46050,국고채,5,3.355
46050,국고채,7,3.475
46050,국고채,10,3.517
46050,국고채,15,3.596
46050,국고채,20,3.53
46050,국고채,30,3.437
46049,국고채,0.25,2.44
46049,국고채,0.5,2.468
46049,국고채,0.75,2.571
46049,국고채,1,2.683
46049,국고채,1.5,2.806
46049,국고채,2,2.87
46049,국고채,2.5,3.07
46049,국고채,3,3.089
46049,국고채,4,3.27
46049,국고채,5,3.375
46049,국고채,7,3.495
46049,국고채,10,3.527
46049,국고채,15,3.606
46049,국고채,20,3.545
46049,국고채,30,3.44
46048,국고채,0.25,2.432
46048,국고채,0.5,2.458
46048,국고채,0.75,2.55
46048,국고채,1,2.657
46048,국고채,1.5,2.795
46048,국고채,2,2.87
46048,국고채,2.5,3.072
46048,국고채,3,3.092
46048,국고채,4,3.275
46048,국고채,5,3.382
46048,국고채,7,3.505
46048,국고채,10,3.545
46048,국고채,15,3.629
46048,국고채,20,3.575
46048,국고채,30,3.455
46045,국고채,0.25,2.43
46045,국고채,0.5,2.456
46045,국고채,0.75,2.544
46045,국고채,1,2.641
46045,국고채,1.5,2.78
46045,국고채,2,2.89
46045,국고채,2.5,3.105
46045,국고채,3,3.13
46045,국고채,4,3.311
46045,국고채,5,3.412
46045,국고채,7,3.541
46045,국고채,10,3.58
46045,국고채,15,3.642
46045,국고채,20,3.58
46045,국고채,30,3.46
46044,국고채,0.25,2.427
46044,국고채,0.5,2.443
46044,국고채,0.75,2.524
46044,국고채,1,2.616
46044,국고채,1.5,2.746
46044,국고채,2,2.86
46044,국고채,2.5,3.075
46044,국고채,3,3.097
46044,국고채,4,3.281
46044,국고채,5,3.387
46044,국고채,7,3.515
46044,국고채,10,3.55
46044,국고채,15,3.605
46044,국고채,20,3.534
46044,국고채,30,3.42
46043,국고채,0.25,2.427
46043,국고채,0.5,2.436
46043,국고채,0.75,2.507
46043,국고채,1,2.603
46043,국고채,1.5,2.76
46043,국고채,2,2.89
46043,국고채,2.5,3.105
46043,국고채,3,3.13
46043,국고채,4,3.316
46043,국고채,5,3.427
46043,국고채,7,3.55
46043,국고채,10,3.597
46043,국고채,15,3.649
46043,국고채,20,3.575
46043,국고채,30,3.47
46042,국고채,0.25,2.427
46042,국고채,0.5,2.426
46042,국고채,0.75,2.5
46042,국고채,1,2.596
46042,국고채,1.5,2.785
46042,국고채,2,2.932
46042,국고채,2.5,3.15
46042,국고채,3,3.183
46042,국고채,4,3.37
46042,국고채,5,3.479
46042,국고채,7,3.6
46042,국고채,10,3.646
46042,국고채,15,3.685
46042,국고채,20,3.605
46042,국고채,30,3.495
46041,국고채,0.25,2.427
46041,국고채,0.5,2.421
46041,국고채,0.75,2.49
46041,국고채,1,2.59
46041,국고채,1.5,2.775
46041,국고채,2,2.907
46041,국고채,2.5,3.115
46041,국고채,3,3.13
46041,국고채,4,3.3
46041,국고채,5,3.392
46041,국고채,7,3.515
46041,국고채,10,3.565
46041,국고채,15,3.591
46041,국고채,20,3.495
46041,국고채,30,3.387
46038,국고채,0.25,2.424
46038,국고채,0.5,2.418
46038,국고채,0.75,2.475
46038,국고채,1,2.578
46038,국고채,1.5,2.765
46038,국고채,2,2.875
46038,국고채,2.5,3.077
46038,국고채,3,3.081
46038,국고채,4,3.244
46038,국고채,5,3.322
46038,국고채,7,3.447
46038,국고채,10,3.5
46038,국고채,15,3.526
46038,국고채,20,3.429
46038,국고채,30,3.322
46037,국고채,0.25,2.422
46037,국고채,0.5,2.416
46037,국고채,0.75,2.473
46037,국고채,1,2.561
46037,국고채,1.5,2.767
46037,국고채,2,2.882
46037,국고채,2.5,3.08
46037,국고채,3,3.085
46037,국고채,4,3.244
46037,국고채,5,3.321
46037,국고채,7,3.451
46037,국고채,10,3.5
46037,국고채,15,3.535
46037,국고채,20,3.437
46037,국고채,30,3.327
46036,국고채,0.25,2.399
46036,국고채,0.5,2.395
46036,국고채,0.75,2.453
46036,국고채,1,2.536
46036,국고채,1.5,2.733
46036,국고채,2,2.824
46036,국고채,2.5,2.996
46036,국고채,3,2.995
46036,국고채,4,3.162
46036,국고채,5,3.24
46036,국고채,7,3.385
46036,국고채,10,3.42
46036,국고채,15,3.465
46036,국고채,20,3.377
46036,국고채,30,3.277
46035,국고채,0.25,2.395
46035,국고채,0.5,2.382
46035,국고채,0.75,2.453
46035,국고채,1,2.525
46035,국고채,1.5,2.743
46035,국고채,2,2.832
46035,국고채,2.5,3.01
46035,국고채,3,2.999
46035,국고채,4,3.166
46035,국고채,5,3.242
46035,국고채,7,3.391
46035,국고채,10,3.417
46035,국고채,15,3.462
46035,국고채,20,3.375
46035,국고채,30,3.277
46034,국고채,0.25,2.382
46034,국고채,0.5,2.375
46034,국고채,0.75,2.45
46034,국고채,1,2.513
46034,국고채,1.5,2.745
46034,국고채,2,2.822
46034,국고채,2.5,3
46034,국고채,3,2.98
46034,국고채,4,3.146
46034,국고채,5,3.212
46034,국고채,7,3.37
46034,국고채,10,3.395
46034,국고채,15,3.437
46034,국고채,20,3.347
46034,국고채,30,3.245
46031,국고채,0.25,2.38
46031,국고채,0.5,2.373
46031,국고채,0.75,2.45
46031,국고채,1,2.507
46031,국고채,1.5,2.745
46031,국고채,2,2.814
46031,국고채,2.5,2.985
46031,국고채,3,2.94
46031,국고채,4,3.128
46031,국고채,5,3.192
46031,국고채,7,3.359
46031,국고채,10,3.387
46031,국고채,15,3.437
46031,국고채,20,3.36
46031,국고채,30,3.257
46030,국고채,0.25,2.384
46030,국고채,0.5,2.373
46030,국고채,0.75,2.45
46030,국고채,1,2.505
46030,국고채,1.5,2.736
46030,국고채,2,2.795
46030,국고채,2.5,2.956
46030,국고채,3,2.909
46030,국고채,4,3.096
46030,국고채,5,3.165
46030,국고채,7,3.325
46030,국고채,10,3.345
46030,국고채,15,3.4
46030,국고채,20,3.327
46030,국고채,30,3.235
46029,국고채,0.25,2.38
46029,국고채,0.5,2.373
46029,국고채,0.75,2.451
46029,국고채,1,2.505
46029,국고채,1.5,2.74
46029,국고채,2,2.804
46029,국고채,2.5,2.962
46029,국고채,3,2.907
46029,국고채,4,3.113
46029,국고채,5,3.187
46029,국고채,7,3.344
46029,국고채,10,3.357
46029,국고채,15,3.393
46029,국고채,20,3.32
46029,국고채,30,3.225
46028,국고채,0.25,2.392
46028,국고채,0.5,2.373
46028,국고채,0.75,2.46
46028,국고채,1,2.515
46028,국고채,1.5,2.756
46028,국고채,2,2.821
46028,국고채,2.5,2.995
46028,국고채,3,2.949
46028,국고채,4,3.16
46028,국고채,5,3.247
46028,국고채,7,3.386
46028,국고채,10,3.4
46028,국고채,15,3.433
46028,국고채,20,3.357
46028,국고채,30,3.247
46027,국고채,0.25,2.397
46027,국고채,0.5,2.37
46027,국고채,0.75,2.463
46027,국고채,1,2.531
46027,국고채,1.5,2.744
46027,국고채,2,2.798
46027,국고채,2.5,2.973
46027,국고채,3,2.927
46027,국고채,4,3.149
46027,국고채,5,3.242
46027,국고채,7,3.391
46027,국고채,10,3.395
46027,국고채,15,3.44
46027,국고채,20,3.375
46027,국고채,30,3.275
46024,국고채,0.25,2.409
46024,국고채,0.5,2.373
46024,국고채,0.75,2.461
46024,국고채,1,2.535
46024,국고채,1.5,2.739
46024,국고채,2,2.79
46024,국고채,2.5,2.97
46024,국고채,3,2.926
46024,국고채,4,3.146
46024,국고채,5,3.235
46024,국고채,7,3.383
46024,국고채,10,3.385
46024,국고채,15,3.42
46024,국고채,20,3.346
46024,국고채,30,3.256
46022,국고채,0.25,2.412
46022,국고채,0.5,2.391
46022,국고채,0.75,2.471
46022,국고채,1,2.55
46022,국고채,1.5,2.745
46022,국고채,2,2.794
46022,국고채,2.5,2.982
46022,국고채,3,2.951
46022,국고채,4,3.154
46022,국고채,5,3.235
46022,국고채,7,3.378
46022,국고채,10,3.385
46022,국고채,15,3.42
46022,국고채,20,3.348
46022,국고채,30,3.251
46021,국고채,0.25,2.412
46021,국고채,0.5,2.391
46021,국고채,0.75,2.471
46021,국고채,1,2.55
46021,국고채,1.5,2.745
46021,국고채,2,2.794
46021,국고채,2.5,2.982
46021,국고채,3,2.951
46021,국고채,4,3.154
46021,국고채,5,3.235
46021,국고채,7,3.378
46021,국고채,10,3.385
46021,국고채,15,3.42
46021,국고채,20,3.348
46021,국고채,30,3.251
46020,국고채,0.25,2.412
46020,국고채,0.5,2.388
46020,국고채,0.75,2.471
46020,국고채,1,2.55
46020,국고채,1.5,2.739
46020,국고채,2,2.784
46020,국고채,2.5,2.971
46020,국고채,3,2.939
46020,국고채,4,3.145
46020,국고채,5,3.227
46020,국고채,7,3.395
46020,국고채,10,3.355
46020,국고채,15,3.398
46020,국고채,20,3.328
46020,국고채,30,3.235
46017,국고채,0.25,2.412
46017,국고채,0.5,2.388
46017,국고채,0.75,2.47
46017,국고채,1,2.56
46017,국고채,1.5,2.745
46017,국고채,2,2.8
46017,국고채,2.5,2.991
46017,국고채,3,2.96
46017,국고채,4,3.165
46017,국고채,5,3.244
46017,국고채,7,3.415
46017,국고채,10,3.38
46017,국고채,15,3.42
46017,국고채,20,3.358
46017,국고채,30,3.27
46015,국고채,0.25,2.412
46015,국고채,0.5,2.388
46015,국고채,0.75,2.471
46015,국고채,1,2.56
46015,국고채,1.5,2.733
46015,국고채,2,2.781
46015,국고채,2.5,2.977
46015,국고채,3,2.943
46015,국고채,4,3.145
46015,국고채,5,3.212
46015,국고채,7,3.382
46015,국고채,10,3.347
46015,국고채,15,3.39
46015,국고채,20,3.331
46015,국고채,30,3.243
46014,국고채,0.25,2.419
46014,국고채,0.5,2.388
46014,국고채,0.75,2.479
46014,국고채,1,2.563
46014,국고채,1.5,2.75
46014,국고채,2,2.796
46014,국고채,2.5,2.992
46014,국고채,3,2.96
46014,국고채,4,3.16
46014,국고채,5,3.24
46014,국고채,7,3.412
46014,국고채,10,3.377
46014,국고채,15,3.415
46014,국고채,20,3.354
46014,국고채,30,3.262
46013,국고채,0.25,2.42
46013,국고채,0.5,2.41
46013,국고채,0.75,2.49
46013,국고채,1,2.573
46013,국고채,1.5,2.768
46013,국고채,2,2.811
46013,국고채,2.5,3.005
46013,국고채,3,2.995
46013,국고채,4,3.165
46013,국고채,5,3.245
46013,국고채,7,3.415
46013,국고채,10,3.365
46013,국고채,15,3.4
46013,국고채,20,3.335
46013,국고채,30,3.25
46010,국고채,0.25,2.427
46010,국고채,0.5,2.433
46010,국고채,0.75,2.503
46010,국고채,1,2.591
46010,국고채,1.5,2.78
46010,국고채,2,2.836
46010,국고채,2.5,3.025
46010,국고채,3,3.015
46010,국고채,4,3.178
46010,국고채,5,3.247
46010,국고채,7,3.407
46010,국고채,10,3.355
46010,국고채,15,3.399
46010,국고채,20,3.34
46010,국고채,30,3.26
46009,국고채,0.25,2.429
46009,국고채,0.5,2.435
46009,국고채,0.75,2.493
46009,국고채,1,2.555
46009,국고채,1.5,2.74
46009,국고채,2,2.795
46009,국고채,2.5,2.975
46009,국고채,3,2.965
46009,국고채,4,3.127
46009,국고채,5,3.2
46009,국고채,7,3.361
46009,국고채,10,3.31
46009,국고채,15,3.369
46009,국고채,20,3.32
46009,국고채,30,3.244
46008,국고채,0.25,2.427
46008,국고채,0.5,2.433
46008,국고채,0.75,2.491
46008,국고채,1,2.558
46008,국고채,1.5,2.771
46008,국고채,2,2.83
46008,국고채,2.5,3.01
46008,국고채,3,2.995
46008,국고채,4,3.156
46008,국고채,5,3.225
46008,국고채,7,3.367
46008,국고채,10,3.322
46008,국고채,15,3.36
46008,국고채,20,3.292
46008,국고채,30,3.21
46007,국고채,0.25,2.427
46007,국고채,0.5,2.431
46007,국고채,0.75,2.491
46007,국고채,1,2.552
46007,국고채,1.5,2.773
46007,국고채,2,2.833
46007,국고채,2.5,3.015
46007,국고채,3,3.002
46007,국고채,4,3.163
46007,국고채,5,3.245
46007,국고채,7,3.355
46007,국고채,10,3.315
46007,국고채,15,3.342
46007,국고채,20,3.265
46007,국고채,30,3.182
46006,국고채,0.25,2.43
46006,국고채,0.5,2.431
46006,국고채,0.75,2.495
46006,국고채,1,2.565
46006,국고채,1.5,2.765
46006,국고채,2,2.82
46006,국고채,2.5,3.005
46006,국고채,3,2.992
46006,국고채,4,3.165
46006,국고채,5,3.255
46006,국고채,7,3.368
46006,국고채,10,3.334
46006,국고채,15,3.35
46006,국고채,20,3.263
46006,국고채,30,3.171
46003,국고채,0.25,2.44
46003,국고채,0.5,2.451
46003,국고채,0.75,2.515
46003,국고채,1,2.586
46003,국고채,1.5,2.825
46003,국고채,2,2.898
46003,국고채,2.5,3.107
46003,국고채,3,3.085
46003,국고채,4,3.257
46003,국고채,5,3.347
46003,국고채,7,3.461
46003,국고채,10,3.411
46003,국고채,15,3.433
46003,국고채,20,3.335
